lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,dist_thumb_index,dist_thumb_middle,dist_thumb_ring,dist_thumb_pinky,dist_index_middle,dist_middle_ring,dist_ring_pinky,angle_index,angle_middle,angle_ring,angle_pinky,angle_thumb,palm_x,palm_y,palm_z,label
0.0,0.0,0.0,-0.2588402970618167,-0.0982766922364701,-0.1767309322593213,-0.4415826752393001,-0.4491624269217646,-0.2435161892814209,-0.4813123597239497,-0.7894485483753816,-0.2817158537837332,-0.4799560861869688,-1.0900000890499917,-0.2878738979954341,-0.2476306631566786,-0.9521901401377952,-0.1436344395514791,-0.2452608566877301,-0.7349709372691339,-0.2571868771411595,-0.2257119694401108,-0.4994355612616401,-0.293847773135187,-0.2144176584443223,-0.5078208973745433,-0.3176893964551859,-0.0424451117317626,-0.991888430735095,-0.1198154975950473,-0.0367268159570296,-0.706208376110277,-0.2444222197505136,-0.0667851670166886,-0.431612091823882,-0.263114903524559,-0.0802168545081098,-0.4613614003043988,-0.2644160937500199,0.1457848603510289,-0.92450721188473,-0.1189510856279919,0.1641148583209877,-0.6494914303788379,-0.2696828863811111,0.0996721361283096,-0.4023103622510883,-0.2480387811723621,0.063319166646328,-0.442042350874259,-0.2150689710804748,0.3180517607596587,-0.7994892640070356,-0.1341385356730304,0.3276058711373885,-0.5671740655914327,-0.2494055853424277,0.2392807531735373,-0.3685167146314155,-0.249010281577402,0.1730096970643685,-0.3791868921053017,-0.2310203600522913,0.640571800640895,0.7453377240627224,0.8487035926552842,0.966877468878252,0.1516785595469997,0.1530063840350937,0.1274255389259835,165.58505117979624,158.16518844239826,129.11250487738658,129.24790822703974,155.44257526501437,0.025418177905914,-0.1555708126814677,0.9874976650471488,A
0.0,0.0,0.0,-0.3781384220588979,-0.1505286075907517,-0.0935796812693601,-0.6171615552422045,-0.5674249832535244,-0.113793748294885,-0.6550205269180756,-1.0348232560094153,-0.1361994501537552,-0.6243054312936717,-1.3571953976383744,-0.1246004481102424,-0.3957659713887415,-0.9609747044517802,0.0406617471640918,-0.4254767469138026,-1.2469737919656416,-0.1062346522598174,-0.3943172107856666,-0.8750472556648732,-0.1642834476245839,-0.3568049171325931,-0.7353984217365058,-0.181951028616074,-0.1785070752433114,-0.9836105066333392,0.0254085680152307,-0.2088689993959996,-1.2392422587870806,-0.119510598759795,-0.2044736559727265,-0.8017253949639337,-0.1310510357562074,-0.1718823143581353,-0.7480431508895635,-0.100573537231455,0.0447319266085859,-0.9620201497276047,-0.023463997610148,0.0182126812268025,-1.2406562072890108,-0.184634108181041,-0.0113393655469256,-0.808179522441427,-0.0991690245224839,0.0141311878345741,-0.7361085525251395,0.0004001253190752,0.2698403202545903,-0.8966680957058067,-0.0830807156933145,0.2386411019386211,-1.1044746947093622,-0.1698214238638264,0.1759306190114486,-0.785090441450664,-0.0931587738812819,0.1834287487761179,-0.6963446554596926,-0.0107438074784515,0.6793210532594335,0.7591642963833108,0.8994305582835589,1.049819767249163,0.2024316039957394,0.2119885330978673,0.1742613522522506,35.44563086641608,27.276800652747,11.153731948365447,15.133134092241468,150.65850608233413,0.1859354372216005,-0.0350265480265151,0.981937449188368,A
0.0,0.0,0.0,0.3028041835170843,-0.1449930180138268,-0.0775883426567812,0.5504993748550542,-0.5214029319001175,-0.0978876276624225,0.6537841460819364,-0.8607312676199091,-0.1214365872154826,0.7462592255795983,-1.1443963316891628,-0.1287540864279284,0.4072395773216333,-0.9280633890211032,-0.0448476560464583,0.54089561772724,-1.088406321646895,-0.1588394802144973,0.4962796807821674,-0.7520815613000372,-0.199142135038896,0.4044868933138645,-0.5478453913447364,-0.1989391448799186,0.2516339373637652,-0.9661539976086908,-0.0568050567428134,0.4070872208490579,-1.1257757210626729,-0.1789450075321895,0.3621486856337932,-0.7398542919564204,-0.2000053917806537,0.2590172645086553,-0.5425195389990594,-0.1841398250312086,0.0735679724607856,-0.9689467579929416,-0.0862534100284267,0.235662673311471,-1.1635414129120074,-0.2240047034042455,0.2090618956192631,-0.7712417125652778,-0.1806327487775074,0.1133767314863833,-0.5656048566914529,-0.1117336224253292,-0.1337259256571576,-0.9432021574346624,-0.120052855094654,0.042281239607717,-1.1350363449174692,-0.2251316030855031,0.0672580960281057,-0.8586973087110285,-0.1806894891431771,0.0021508759410961,-0.6834141679006096,-0.1172234856857092,0.6910913788769817,0.7763555771988857,0.8578050588884031,0.8754054752435516,0.1463174544472317,0.1642764588362371,0.1621121937053924,40.99679637060666,40.95267692102469,32.04721876492716,36.60606498766754,164.11375044652243,0.1339923891660495,0.1064079145556184,-0.985252960089691,A
0.0,0.0,0.0,-0.3291302488875024,-0.3033426013514365,-0.0618016082499877,-0.4912252313349296,-0.7125937387302778,-0.0812759557708634,-0.5100235270390109,-1.0909561218049413,-0.1119043744637122,-0.5827468673427649,-1.3532719945810356,-0.1247369444453502,-0.2814787899496864,-0.9998127337773868,0.0392537467626113,-0.3139341437668093,-1.1862463116210626,-0.0764861576847605,-0.2949076414427961,-0.875342943436552,-0.1483255857292706,-0.2798079700906307,-0.6370944835181911,-0.1783223838277711,-0.0752962052274228,-0.9970022284955606,0.0178055568077953,-0.1192427506545059,-1.1669718367494069,-0.128112285444563,-0.1352294928836248,-0.7686415241725725,-0.1822750078378625,-0.137984443929234,-0.5319442403538673,-0.186124609436856,0.1173763679046161,-0.9402183119879212,-0.0221112533920416,0.0836607864540631,-1.1398917670764428,-0.1591023026927887,0.0205439865014348,-0.7723347578169308,-0.1129892262830467,-0.0136348963153054,-0.5389566524348478,-0.0454369409215094,0.2953769324840473,-0.8331130388827628,-0.0694188886031759,0.2793039389340093,-1.025329049033061,-0.1459183166033823,0.1839665804267602,-0.7862823151705683,-0.0852279059425101,0.1294434667719638,-0.626191477999499,-0.0163373435039423,0.7794572484327266,0.9360349024249204,0.996637548249264,1.0235290045148595,0.176723968195669,0.1878962585770834,0.1700826838478629,42.37156843706477,47.36166033527093,29.10915242481853,24.370333798749623,166.48014082422884,0.1892186633585242,-0.014723503984999,0.9818245850798488,A
0.0,0.0,0.0,-0.289860677477606,-0.1593156700197887,-0.1042822473822025,-0.5274354145358712,-0.5012893475987436,-0.1516956955812838,-0.6031564355117679,-0.8364098879117391,-0.1947086444367006,-0.54326350319882,-1.1071138917262917,-0.2145560272784194,-0.3442822481966322,-0.9477913930254436,-0.0109314552572666,-0.4332296303518562,-1.01767198601714,-0.1334976873506168,-0.3843021305614374,-0.7330538299146985,-0.202955825179624,-0.3450454724099195,-0.5007436883401386,-0.2288207449951122,-0.16244669968878,-0.9866373774741816,-0.0125600609509976,-0.2746282721321853,-1.0277269806672646,-0.1622494717855897,-0.2267293622771519,-0.6417502351809178,-0.2136003692448136,-0.177408498696406,-0.3922410281158373,-0.2080241159336892,0.0236504222197305,-0.9608703817391172,-0.0355357216421966,-0.0914388979026781,-1.0212406865000765,-0.1918681314749881,-0.0796357609013535,-0.6353560488047629,-0.1661324702546106,-0.052448717119012,-0.3896778906205279,-0.1027278887068794,0.2038920295230957,-0.8747235528509183,-0.0682002807717401,0.1012588588791312,-0.9678870897374292,-0.1843048510804879,0.0557207669922062,-0.6905235338246236,-0.1548602235040184,0.0511125189228823,-0.506127229919506,-0.0965176896283955,0.638105550403639,0.8030789259542851,0.8764240426263834,0.853464042885266,0.2007672334119634,0.1634283089121644,0.1559613567724001,68.70524208223055,75.85440372290051,64.19525931499659,55.78070662377114,146.90433589275167,0.1105707467024728,-0.0516118976542117,0.9925272399255288,A
0.0,0.0,0.0,0.3275601223874959,-0.1104839728343878,-0.0881652177939906,0.6050299500609795,-0.4791533219766627,-0.1115533321897969,0.6934357721549804,-0.8543683379107163,-0.1353271625622789,0.6873399800751057,-1.1693099982169437,-0.1483044746711881,0.4153602254490382,-0.9045551370129508,-0.0549271494531316,0.5308673543546352,-1.076180388983708,-0.1794928064891467,0.4525801200299763,-0.7406459242017736,-0.2322703249251462,0.3385390365114147,-0.4584590852290794,-0.2363225595862334,0.2367457971576512,-0.9697436459285714,-0.0595708713160207,0.3606438799549269,-1.1604872385200915,-0.2006431034692621,0.2952906975938718,-0.7535155030209054,-0.2384824612581622,0.2033616440158177,-0.4588993095021612,-0.2268126681123909,0.0378640100401999,-0.9878410933190348,-0.0814697831215274,0.1674178659727543,-1.2272910666317638,-0.2335363547011668,0.1415713215365326,-0.8007129247015926,-0.208766617008474,0.0690004322503981,-0.4968838473633961,-0.1493650989634474,-0.1876137704858369,-0.9678186913762666,-0.1072791310192834,-0.0542297169832885,-1.1470766191414588,-0.2318657764764338,-0.0244850112483461,-0.8387691222042948,-0.210203428752375,-0.050568094099955,-0.6002375832075614,-0.1599242189985995,0.7966920998721609,0.8631812746186804,0.9135107277310272,0.931926369363799,0.1355122107972692,0.1596680503754083,0.1583986181204159,39.42161011888464,39.01592189873891,29.943371835476835,40.99540591394001,149.87615598801602,0.0761810846343471,0.095250860473038,-0.992533987288637,A
0.0,0.0,0.0,0.3513665521360224,-0.0810529710118555,-0.095411380840448,0.6750147334351771,-0.3246840249086125,-0.1363613898360038,0.8167405917761104,-0.6938802640771469,-0.182524081753338,0.8075435983143497,-1.0372821263229215,-0.221780394885543,0.5799951908351523,-0.8063905156799167,-0.0291474055882734,0.6558444609473042,-0.9845864688816696,-0.1904975421776059,0.5366503906354669,-0.7080345375338247,-0.2913866620368203,0.4235901705674911,-0.4593882807961951,-0.326866445422245,0.3936550068254478,-0.9182570474070164,-0.0428920795556101,0.4941302445622197,-1.1162749548755364,-0.219512073537939,0.375547051275253,-0.7383357497765969,-0.2869728814607395,0.2655658982316247,-0.4515659099260786,-0.2887642101623761,0.1980210922298096,-0.9855550344088836,-0.0790101338891859,0.289251166990315,-1.2058541290025206,-0.2574850273942063,0.2060164354474701,-0.8002512911513789,-0.2447421256887415,0.1220732935652593,-0.5033895399167091,-0.1841835911947202,-0.0277305127392846,-1.0200768515507614,-0.1215022888964108,0.0739025847738547,-1.2146038625506663,-0.2424715650558557,0.057622483156337,-0.9211223373297964,-0.2156374879767641,0.0236761125699825,-0.6783521642191472,-0.1598261511968074,0.7017297267421644,0.8008059346971866,0.8696691049819422,0.8643594629632142,0.162741022686685,0.1849673541006672,0.2022058604834818,53.16247865066535,44.73488781477421,32.11781984913439,29.014718765093072,137.7609135550133,0.1097408009811632,0.114618449474345,-0.9873295132022084,A
0.0,0.0,0.0,0.3500848145990903,0.1525468004886215,-0.103934987870287,0.7749538928333272,-0.0709885655982691,-0.1232565064210997,1.0067342579400762,-0.4597334469827046,-0.1413353318382784,1.2082023124455454,-0.6669769594797123,-0.1448800986699898,0.798174485128605,-0.5861167573749057,-0.0534502864953386,0.9229816943443928,-0.8010849554639938,-0.2242993842283439,0.7146154334876476,-0.5236081846392306,-0.3064641074838752,0.5288469049021548,-0.2827643428542775,-0.3263972338333808,0.6055001697452964,-0.7934543937497832,-0.0616414590805649,0.7436070618473155,-1.0185629130616551,-0.265244929324463,0.5362296281281036,-0.607162393217121,-0.3264344517202119,0.368299364226626,-0.3323558346860248,-0.3176153128379437,0.4029007335937525,-0.93980649543962,-0.0937147692673931,0.5267667040308405,-1.1965235817110884,-0.30541013588389,0.3500161694443127,-0.7435836888038175,-0.2828734156788855,0.2122232341698197,-0.4581501864956703,-0.2105988720708199,0.1690555390767284,-1.0632397487200576,-0.1303396440827544,0.2898623781990626,-1.2429194941903643,-0.2885290605015021,0.1872688252965074,-0.8965360431823218,-0.2709930924442589,0.1078141643209672,-0.6502146970684388,-0.2158826801980592,0.8013061680097905,0.9204595123082135,1.0197558054040203,1.102803888530428,0.1682615553696949,0.2272366517865929,0.2186731549975559,43.93235454527535,41.54556271239816,29.96414124986934,33.2565742403698,153.77390290330865,0.0258843954837253,0.1256893240337811,-0.9917319153351744,A
0.0,0.0,0.0,0.4590192175868382,-0.062390042757784,-0.0662594647149855,0.7855826930739712,-0.4190160802167338,-0.0586780321771627,0.9214248931452116,-0.8689766063532492,-0.0699368587982027,1.0063104535038114,-1.1709729633591233,-0.0724321481500207,0.6607319702676135,-0.7812167575716533,0.1346225742418807,0.7233109038308518,-1.085888772512913,-0.0397722884128935,0.6269396019330973,-0.8656584245374356,-0.1694121309922262,0.5456596915848618,-0.6205047218272879,-0.2265045491068832,0.4482853008056426,-0.8878039038643939,0.104137012463084,0.5421711145216279,-1.2190820741795405,-0.1286531721511566,0.4362747969975852,-0.8169299092841329,-0.2492159875906525,0.3353724769039959,-0.4872389136379417,-0.2668620534984701,0.2404656690322791,-0.9493594821368324,0.0419123844334358,0.3031128787512389,-1.284370705375397,-0.200211477783521,0.2167022218998514,-0.8421373872720075,-0.2149645752466312,0.1498451083543291,-0.5389217991453028,-0.1479459576029299,0.0032878805824386,-0.9782092077286284,-0.0242761850927917,0.0867366902520518,-1.239717902772282,-0.1855931863757097,0.0378289254948232,-0.9239532752807196,-0.1718986029802739,0.005949470088043,-0.6687196902032617,-0.1134195959992505,0.7341339892201368,0.977472765495688,1.0671100679143448,1.1201162521888222,0.2522086763997486,0.2263461132831049,0.1968388093866239,50.62618712886413,44.361922042816914,31.476338923939952,25.001322623592845,153.8104682618608,0.2277928578890064,0.0249222419279696,-0.9733906182782134,A
0.0,0.0,0.0,0.3685843081306307,-0.0731638616700758,-0.084959579129912,0.6609088596698044,-0.4471286352692124,-0.1176942045873292,0.796701334132634,-0.8412972138646287,-0.1617623831774969,0.8194360398029604,-1.175297587576773,-0.1985491671700079,0.5849429106082694,-0.8213620967750772,-0.0242295651609507,0.6829386376944808,-1.0444308607960997,-0.2049836046818421,0.5537669594139866,-0.7355468881272109,-0.3202694577483715,0.422825071038259,-0.4786528417630627,-0.3648638579214085,0.3872059714147518,-0.9207650488255528,-0.0475737381549502,0.4811462602768463,-1.162067700167413,-0.2505982429539706,0.3788688868414214,-0.7429337670587834,-0.3303342397562157,0.2769342450187882,-0.4425105700920935,-0.3397033002630358,0.1819174948172075,-0.9800228975216624,-0.0955665208585094,0.2773899491777766,-1.2604058958337123,-0.2917810432031296,0.2141759571031593,-0.8212629334458197,-0.2851764892902417,0.1376948584916222,-0.5182728003246897,-0.2287203334365357,-0.0454544184765477,-1.0031662244970327,-0.150427712155756,0.0516767201129278,-1.2091711364210096,-0.2904275097894879,0.0484203752423501,-0.8922144270459094,-0.278134939419409,0.0256062336955362,-0.6393969930385179,-0.2330632006475124,0.8187030834032923,0.9226101558228073,0.9472924092556148,0.958408277717744,0.1523924229739193,0.1935064371432911,0.165087220477136,50.97876584904755,45.17541600690017,29.732007251675046,33.40283943281607,154.27333899156963,0.1555094398275741,0.1395958608985772,-0.9779211674488384,A
